Species,EPU,sex,YEAR,MeanCond,nCond,n
Black Sea Bass,MAB,F,1992,105.38163614038959,41,26
Black Sea Bass,MAB,F,1993,104.80232608097393,23,26
Black Sea Bass,MAB,F,1994,106.26208848237025,21,26
Black Sea Bass,MAB,F,1995,106.5942522866935,39,26
Black Sea Bass,MAB,F,1996,105.45546033401357,21,26
Black Sea Bass,MAB,F,1997,107.59414590588192,38,26
Black Sea Bass,MAB,F,1998,102.81629894057673,36,26
Black Sea Bass,MAB,F,1999,103.30787987806305,29,26
Black Sea Bass,MAB,F,2000,106.42112097704178,53,26
Black Sea Bass,MAB,F,2001,102.77114140524958,52,26
Black Sea Bass,MAB,F,2002,101.40450374286074,86,26
Black Sea Bass,MAB,F,2003,101.74067457588717,71,26
Black Sea Bass,MAB,F,2004,102.06784118104724,40,26
Black Sea Bass,MAB,F,2005,97.33192991562275,18,26
Black Sea Bass,MAB,F,2006,104.24568417053503,23,26
Black Sea Bass,MAB,F,2007,99.92458693729658,48,26
Black Sea Bass,MAB,F,2008,100.7477320328014,31,26
Black Sea Bass,MAB,F,2009,102.58077950155752,130,26
Black Sea Bass,MAB,F,2010,101.37479764523067,96,26
Black Sea Bass,MAB,F,2011,104.66809879647079,109,26
Black Sea Bass,MAB,F,2012,102.43242747173878,213,26
Black Sea Bass,MAB,F,2013,106.58033394961869,90,26
Black Sea Bass,MAB,F,2014,102.9431564686494,130,26
Black Sea Bass,MAB,F,2015,101.97682391424689,190,26
Black Sea Bass,MAB,F,2016,100.52869068833317,131,26
Black Sea Bass,MAB,F,2018,97.7931210294658,160,26
Black Sea Bass,MAB,M,1992,97.4570547775244,9,26
Black Sea Bass,MAB,M,1993,98.00173014214923,14,26
Black Sea Bass,MAB,M,1994,99.43271347987435,14,26
Black Sea Bass,MAB,M,1995,101.5367891955784,19,26
Black Sea Bass,MAB,M,1996,102.05611261627642,15,26
Black Sea Bass,MAB,M,1997,102.57096065748735,18,26
Black Sea Bass,MAB,M,1998,101.75106669754682,14,26
Black Sea Bass,MAB,M,1999,106.51288074533079,6,26
Black Sea Bass,MAB,M,2000,103.35150877216022,28,26
Black Sea Bass,MAB,M,2001,102.92658547839072,19,26
Black Sea Bass,MAB,M,2002,102.1016307676713,38,26
Black Sea Bass,MAB,M,2003,97.81997193311084,49,26
Black Sea Bass,MAB,M,2004,97.94210970543375,20,26
Black Sea Bass,MAB,M,2005,106.41499887927215,8,26
Black Sea Bass,MAB,M,2006,101.37722246905324,10,26
Black Sea Bass,MAB,M,2007,93.84929701242585,9,26
Black Sea Bass,MAB,M,2008,99.69096171875242,18,26
Black Sea Bass,MAB,M,2009,100.27517225286174,70,26
Black Sea Bass,MAB,M,2010,97.87325986382484,39,26
Black Sea Bass,MAB,M,2011,101.72194508431798,34,26
Black Sea Bass,MAB,M,2012,97.88507163635313,37,26
Black Sea Bass,MAB,M,2013,103.90129376333779,46,26
Black Sea Bass,MAB,M,2014,100.3814890609265,62,26
Black Sea Bass,MAB,M,2015,96.42558495987933,93,26
Black Sea Bass,MAB,M,2016,98.98126690483303,45,26
Black Sea Bass,MAB,M,2018,95.62623973885914,60,26
Bluefish,MAB,F,1992,94.73203596700738,24,26
Bluefish,MAB,F,1993,98.3376799762874,10,26
Bluefish,MAB,F,1994,96.9187095422044,47,26
Bluefish,MAB,F,1995,95.61152486837769,57,26
Bluefish,MAB,F,1996,94.60619772098676,35,26
Bluefish,MAB,F,1997,95.58948787476342,17,26
Bluefish,MAB,F,1998,95.8145380726539,20,26
Bluefish,MAB,F,1999,95.70110330258085,53,26
Bluefish,MAB,F,2000,95.47075593360644,43,26
Bluefish,MAB,F,2001,95.0583811238702,22,26
Bluefish,MAB,F,2002,94.5824123710067,17,26
Bluefish,MAB,F,2003,96.2765497872749,29,26
Bluefish,MAB,F,2004,93.48253356516204,27,26
Bluefish,MAB,F,2005,94.38102853502772,31,26
Bluefish,MAB,F,2006,94.01968515084413,40,26
Bluefish,MAB,F,2007,94.38143818989582,22,26
Bluefish,MAB,F,2008,94.13802178535262,25,26
Bluefish,MAB,F,2009,96.33574719641028,38,26
Bluefish,MAB,F,2010,96.813580202112135,49,26
Bluefish,MAB,F,2011,94.23119637407176,46,26
Bluefish,MAB,F,2012,94.65130047876934,23,26
Bluefish,MAB,F,2013,97.39796818520036,13,26
Bluefish,MAB,F,2014,94.83919534522686,29,26
Bluefish,MAB,F,2015,95.31376867601527,13,26
Bluefish,MAB,F,2016,94.57600566142658,29,26
Bluefish,MAB,F,2018,96.7271058893426,28,26
Bluefish,MAB,M,1992,95.04877243761915,36,26
Bluefish,MAB,M,1993,97.03172690098386,12,26
Bluefish,MAB,M,1994,97.26603246542143,33,26
Bluefish,MAB,M,1995,94.62461551568161,40,26
Bluefish,MAB,M,1996,94.69656602061326,35,26
Bluefish,MAB,M,1997,96.08467272797847,11,26
Bluefish,MAB,M,1998,95.95324584824891,22,26
Bluefish,MAB,M,1999,95.7701974288682,41,26
Bluefish,MAB,M,2000,95.24006793132786,33,26
Bluefish,MAB,M,2001,96.24460040564817,17,26
Bluefish,MAB,M,2002,94.6900128744111,18,26
Bluefish,MAB,M,2003,94.53279446468123,43,26
Bluefish,MAB,M,2004,92.4154970685911,17,26
Bluefish,MAB,M,2005,94.4541165275289,23,26
Bluefish,MAB,M,2006,92.60063348127238,30,26
Bluefish,MAB,M,2007,94.10090376235868,23,26
Bluefish,MAB,M,2008,94.60139525637615,33,26
Bluefish,MAB,M,2009,95.91726499419913,29,26
Bluefish,MAB,M,2010,95.98326106255954,29,26
Bluefish,MAB,M,2011,95.49081381470405,24,26
Bluefish,MAB,M,2012,95.18104858295007,21,26
Bluefish,MAB,M,2013,94.85000136795226,9,26
Bluefish,MAB,M,2014,93.4228716310662,23,26
Bluefish,MAB,M,2015,94.37457315729266,15,26
Bluefish,MAB,M,2016,95.45274693002342,22,26
Bluefish,MAB,M,2018,96.33131643772437,28,26
Butterfish,MAB,F,1992,106.17427620652187,130,26
Butterfish,MAB,F,1993,107.32120003817035,168,26
Butterfish,MAB,F,1994,103.64590750345869,213,26
Butterfish,MAB,F,1995,109.39850694540385,183,26
Butterfish,MAB,F,1996,108.71765312971431,178,26
Butterfish,MAB,F,1997,105.91589219949432,137,26
Butterfish,MAB,F,1998,107.41967627942853,210,26
Butterfish,MAB,F,1999,110.77533922224005,153,26
Butterfish,MAB,F,2000,110.31980648885916,76,26
Butterfish,MAB,F,2001,97.5261349286287,92,26
Butterfish,MAB,F,2002,98.81433070090551,121,26
Butterfish,MAB,F,2003,110.16253318441215,156,26
Butterfish,MAB,F,2004,103.63249798817314,9,26
Butterfish,MAB,F,2005,98.49886139178818,8,26
Butterfish,MAB,F,2006,101.22104645718495,201,26
Butterfish,MAB,F,2007,103.06503222066729,76,26
Butterfish,MAB,F,2008,101.75404092516644,251,26
Butterfish,MAB,F,2009,103.87778472849651,172,26
Butterfish,MAB,F,2010,108.60993739210365,235,26
Butterfish,MAB,F,2011,107.4705762775217,405,26
Butterfish,MAB,F,2012,104.56917716325385,116,26
Butterfish,MAB,F,2013,111.15797088851484,104,26
Butterfish,MAB,F,2014,103.65502951188789,123,26
Butterfish,MAB,F,2015,105.47704684074832,125,26
Butterfish,MAB,F,2016,109.96985460489415,126,26
Butterfish,MAB,F,2018,109.54457162579527,144,26
Butterfish,MAB,M,1992,106.90294409829782,132,26
Butterfish,MAB,M,1993,108.53271378885492,189,26
Butterfish,MAB,M,1994,103.99619396025707,178,26
Butterfish,MAB,M,1995,108.83549373537379,178,26
Butterfish,MAB,M,1996,110.27280712140526,138,26
Butterfish,MAB,M,1997,106.25884935499533,134,26
Butterfish,MAB,M,1998,105.94906062127727,208,26
Butterfish,MAB,M,1999,110.60119713365988,173,26
Butterfish,MAB,M,2000,111.32548444455115,121,26
Butterfish,MAB,M,2001,98.04761723116897,125,26
Butterfish,MAB,M,2002,100.59617193392309,129,26
Butterfish,MAB,M,2003,109.3666588705724,170,26
Butterfish,MAB,M,2004,96.54637442215216,11,26
Butterfish,MAB,M,2005,92.18267019299806,4,26
Butterfish,MAB,M,2006,102.6740505947307,200,26
Butterfish,MAB,M,2007,104.730254051855,108,26
Butterfish,MAB,M,2008,97.24988446845398,248,26
Butterfish,MAB,M,2009,101.64366402320798,175,26
Butterfish,MAB,M,2010,106.02626948892403,195,26
Butterfish,MAB,M,2011,106.60287500789693,305,26
Butterfish,MAB,M,2012,106.59314829842425,100,26
Butterfish,MAB,M,2013,107.22370642598058,154,26
Butterfish,MAB,M,2014,104.08228265792543,126,26
Butterfish,MAB,M,2015,105.52949644704931,121,26
Butterfish,MAB,M,2016,111.44631919600874,112,26
Butterfish,MAB,M,2018,107.65831335326153,119,26
Fourspot,MAB,F,1992,100.53924017078266,118,26
Fourspot,MAB,F,1993,101.24696065403558,127,26
Fourspot,MAB,F,1994,103.38652329926987,120,26
Fourspot,MAB,F,1995,97.32162387827029,101,26
Fourspot,MAB,F,1996,95.37379890108447,139,26
Fourspot,MAB,F,1997,98.53468052775406,113,26
Fourspot,MAB,F,1998,100.51351078456412,132,26
Fourspot,MAB,F,1999,98.83348987630576,117,26
Fourspot,MAB,F,2000,100.41054807757018,81,26
Fourspot,MAB,F,2001,94.96175040363251,50,26
Fourspot,MAB,F,2002,96.70496793569147,65,26
Fourspot,MAB,F,2003,96.19338813518075,80,26
Fourspot,MAB,F,2004,99.26082207414692,48,26
Fourspot,MAB,F,2005,97.99980760668988,104,26
Fourspot,MAB,F,2006,97.91713639073993,80,26
Fourspot,MAB,F,2007,93.493662137939,73,26
Fourspot,MAB,F,2008,96.83016544363404,69,26
Fourspot,MAB,F,2009,97.65694100874882,107,26
Fourspot,MAB,F,2010,100.0280487613618,71,26
Fourspot,MAB,F,2011,98.17553065626171,87,26
Fourspot,MAB,F,2012,95.37869462234715,113,26
Fourspot,MAB,F,2013,100.97362088835553,104,26
Fourspot,MAB,F,2014,99.53716647816783,96,26
Fourspot,MAB,F,2015,99.25193728427925,102,26
Fourspot,MAB,F,2016,100.06494182398673,95,26
Fourspot,MAB,F,2018,97.88895289554895,90,26
Fourspot,MAB,M,1992,101.88919429712728,97,26
Fourspot,MAB,M,1993,101.97865055206039,96,26
Fourspot,MAB,M,1994,103.14838054366174,84,26
Fourspot,MAB,M,1995,99.09857564179343,93,26
Fourspot,MAB,M,1996,99.08646348964434,117,26
Fourspot,MAB,M,1997,99.88341216015202,74,26
Fourspot,MAB,M,1998,101.46862062479107,131,26
Fourspot,MAB,M,1999,102.59345735373412,132,26
Fourspot,MAB,M,2000,102.80232926067869,73,26
Fourspot,MAB,M,2001,95.66627717448146,29,26
Fourspot,MAB,M,2002,97.10510943006025,68,26
Fourspot,MAB,M,2003,98.67004829547804,64,26
Fourspot,MAB,M,2004,98.78114440071793,31,26
Fourspot,MAB,M,2005,103.04832408909263,58,26
Fourspot,MAB,M,2006,98.92465815364208,47,26
Fourspot,MAB,M,2007,95.73518360287692,46,26
Fourspot,MAB,M,2008,96.76691674736647,49,26
Fourspot,MAB,M,2009,99.58271178907503,57,26
Fourspot,MAB,M,2010,101.99740551748513,38,26
Fourspot,MAB,M,2011,102.73347554365465,50,26
Fourspot,MAB,M,2012,98.9068772117004,51,26
Fourspot,MAB,M,2013,102.45556315861054,70,26
Fourspot,MAB,M,2014,103.25663216933896,58,26
Fourspot,MAB,M,2015,101.13519998727008,62,26
Fourspot,MAB,M,2016,106.19911356938917,54,26
Fourspot,MAB,M,2018,102.05588709452594,57,26
Goosefish,MAB,F,1992,96.7882201828168,10,26
Goosefish,MAB,F,1993,106.67158946116001,9,26
Goosefish,MAB,F,1994,102.54491493311598,9,26
Goosefish,MAB,F,1995,101.86352636729815,17,26
Goosefish,MAB,F,1996,99.5784654423123,9,26
Goosefish,MAB,F,1997,98.24473881781712,6,26
Goosefish,MAB,F,1998,98.98685484963288,8,26
Goosefish,MAB,F,1999,101.10868199211274,16,26
Goosefish,MAB,F,2000,100.95489984354667,7,26
Goosefish,MAB,F,2001,98.11314893458646,17,26
Goosefish,MAB,F,2002,100.84205845367069,25,26
Goosefish,MAB,F,2003,100.87611317993071,23,26
Goosefish,MAB,F,2004,103.28659654876607,13,26
Goosefish,MAB,F,2005,100.45506413841252,17,26
Goosefish,MAB,F,2006,103.11941669208647,12,26
Goosefish,MAB,F,2007,98.44621110457147,9,26
Goosefish,MAB,F,2008,96.17451793314756,5,26
Goosefish,MAB,F,2009,99.9473698620889,79,26
Goosefish,MAB,F,2010,101.20279583489327,98,26
Goosefish,MAB,F,2011,99.22833187208322,95,26
Goosefish,MAB,F,2012,100.00003080305729,71,26
Goosefish,MAB,F,2013,100.16440611071708,51,26
Goosefish,MAB,F,2014,100.67802784961937,71,26
Goosefish,MAB,F,2015,98.03694623648191,99,26
Goosefish,MAB,F,2016,100.00869597619541,105,26
Goosefish,MAB,F,2018,99.519827481159,63,26
Goosefish,MAB,M,1992,98.77912894967928,14,26
Goosefish,MAB,M,1993,101.31129013151926,10,26
Goosefish,MAB,M,1994,102.43298105718658,9,26
Goosefish,MAB,M,1995,104.14849892406781,12,26
Goosefish,MAB,M,1996,98.61973759297102,9,26
Goosefish,MAB,M,1997,96.9530383164108,24,26
Goosefish,MAB,M,1998,97.75869709746759,18,26
Goosefish,MAB,M,1999,98.50804302172284,22,26
Goosefish,MAB,M,2000,101.09411310947566,10,26
Goosefish,MAB,M,2001,95.36102982051266,9,26
Goosefish,MAB,M,2002,101.96253622443732,30,26
Goosefish,MAB,M,2003,101.7101292863968,21,26
Goosefish,MAB,M,2004,98.53405605015558,19,26
Goosefish,MAB,M,2005,99.7454685109862,13,26
Goosefish,MAB,M,2006,100.87342058866447,13,26
Goosefish,MAB,M,2007,99.45303577440902,4,26
Goosefish,MAB,M,2008,94.84639278263904,5,26
Goosefish,MAB,M,2009,98.48005816834062,92,26
Goosefish,MAB,M,2010,99.32394757232389,78,26
Goosefish,MAB,M,2011,100.12350625776077,88,26
Goosefish,MAB,M,2012,99.81475529173824,89,26
Goosefish,MAB,M,2013,99.3212662269865,64,26
Goosefish,MAB,M,2014,99.1482409587477,87,26
Goosefish,MAB,M,2015,97.70740310758792,90,26
Goosefish,MAB,M,2016,98.96241521842069,142,26
Goosefish,MAB,M,2018,98.48686428328391,82,26
Little Skate,MAB,F,1992,98.03623219491556,113,26
Little Skate,MAB,F,1993,100.44351866722118,69,26
Little Skate,MAB,F,1994,102.34929048178344,103,26
Little Skate,MAB,F,1995,99.47329576220223,113,26
Little Skate,MAB,F,1996,99.27243449464608,97,26
Little Skate,MAB,F,1997,99.50475882157431,41,26
Little Skate,MAB,F,1998,99.9283414299978,98,26
Little Skate,MAB,F,1999,104.1107204959181,84,26
Little Skate,MAB,F,2000,99.35553478906027,71,26
Little Skate,MAB,F,2001,96.21663131428988,90,26
Little Skate,MAB,F,2002,96.95681661669478,69,26
Little Skate,MAB,F,2003,99.38670778291159,119,26
Little Skate,MAB,F,2004,97.51941314581548,23,26
Little Skate,MAB,F,2005,98.5740377942629,71,26
Little Skate,MAB,F,2006,100.27004349889434,56,26
Little Skate,MAB,F,2007,96.57072146929386,35,26
Little Skate,MAB,F,2008,96.20212619380952,33,26
Little Skate,MAB,F,2009,100.02626475886412,105,26
Little Skate,MAB,F,2010,100.65303244577275,90,26
Little Skate,MAB,F,2011,101.7574013550533,110,26
Little Skate,MAB,F,2012,98.6199419528828,57,26
Little Skate,MAB,F,2013,98.7450323346529,66,26
Little Skate,MAB,F,2014,98.26979808127173,70,26
Little Skate,MAB,F,2015,101.71697225146853,69,26
Little Skate,MAB,F,2016,103.89920759364536,72,26
Little Skate,MAB,F,2018,103.32987013423946,59,26
Little Skate,MAB,M,1992,98.6516297138345,93,26
Little Skate,MAB,M,1993,105.49565681450336,70,26
Little Skate,MAB,M,1994,101.56118381188546,67,26
Little Skate,MAB,M,1995,99.66135509296065,64,26
Little Skate,MAB,M,1996,97.83816328869715,90,26
Little Skate,MAB,M,1997,97.37240782008405,44,26
Little Skate,MAB,M,1998,103.67181902494946,93,26
Little Skate,MAB,M,1999,101.8863200077612,69,26
Little Skate,MAB,M,2000,101.48292991750492,68,26
Little Skate,MAB,M,2001,97.92198701208315,42,26
Little Skate,MAB,M,2002,99.3828805750907,58,26
Little Skate,MAB,M,2003,103.21592068599871,76,26
Little Skate,MAB,M,2004,95.11836447919143,15,26
Little Skate,MAB,M,2005,100.52660842102807,67,26
Little Skate,MAB,M,2006,100.63423075410009,48,26
Little Skate,MAB,M,2007,96.59349875726653,40,26
Little Skate,MAB,M,2008,96.98109008293032,42,26
Little Skate,MAB,M,2009,100.8337340508296,72,26
Little Skate,MAB,M,2010,101.49394327824604,69,26
Little Skate,MAB,M,2011,100.58720586542606,105,26
Little Skate,MAB,M,2012,96.63247444557038,41,26
Little Skate,MAB,M,2013,99.77254716306685,56,26
Little Skate,MAB,M,2014,104.13176317882309,39,26
Little Skate,MAB,M,2015,100.68885321709921,39,26
Little Skate,MAB,M,2016,103.27907604419664,32,26
Little Skate,MAB,M,2018,100.23527217934839,42,26
Red Hake,MAB,F,1992,105.88285503499749,60,26
Red Hake,MAB,F,1993,110.60242192786234,52,26
Red Hake,MAB,F,1994,101.84203391790352,59,26
Red Hake,MAB,F,1995,107.63709871964764,29,26
Red Hake,MAB,F,1996,105.19124402866115,38,26
Red Hake,MAB,F,1997,99.31129941749543,51,26
Red Hake,MAB,F,1998,105.25677152761577,80,26
Red Hake,MAB,F,1999,100.08614475401505,47,26
Red Hake,MAB,F,2000,103.51435401029444,32,26
Red Hake,MAB,F,2001,99.79863640700339,33,26
Red Hake,MAB,F,2002,97.28039877479877,18,26
Red Hake,MAB,F,2003,106.04407331292552,34,26
Red Hake,MAB,F,2004,100.8884633872329,22,26
Red Hake,MAB,F,2005,103.87459403034897,41,26
Red Hake,MAB,F,2006,100.18253763922772,16,26
Red Hake,MAB,F,2007,95.98184490723322,16,26
Red Hake,MAB,F,2008,99.24177155682992,20,26
Red Hake,MAB,F,2009,101.70404251885337,42,26
Red Hake,MAB,F,2010,100.14160980881321,34,26
Red Hake,MAB,F,2011,103.68186239729694,62,26
Red Hake,MAB,F,2012,100.84767110704786,60,26
Red Hake,MAB,F,2013,108.07230755178463,58,26
Red Hake,MAB,F,2014,101.76684979362437,99,26
Red Hake,MAB,F,2015,107.8441387090792,47,26
Red Hake,MAB,F,2016,104.27771724407255,78,26
Red Hake,MAB,F,2018,107.25977897553116,59,26
Red Hake,MAB,M,1992,104.83039734807454,51,26
Red Hake,MAB,M,1993,103.83230446755289,61,26
Red Hake,MAB,M,1994,99.11963185425365,41,26
Red Hake,MAB,M,1995,103.01219474286312,28,26
Red Hake,MAB,M,1996,106.96444646173421,33,26
Red Hake,MAB,M,1997,101.33716670040775,30,26
Red Hake,MAB,M,1998,105.78957016136481,42,26
Red Hake,MAB,M,1999,100.06721610615645,33,26
Red Hake,MAB,M,2000,101.32585335569348,29,26
Red Hake,MAB,M,2001,98.37761543482935,23,26
Red Hake,MAB,M,2002,99.22491202624616,10,26
Red Hake,MAB,M,2003,105.27698127468415,25,26
Red Hake,MAB,M,2004,96.9872828691578,16,26
Red Hake,MAB,M,2005,101.1246417217902,30,26
Red Hake,MAB,M,2006,93.5219107789837,18,26
Red Hake,MAB,M,2007,94.36801931833757,12,26
Red Hake,MAB,M,2008,100.96105483708291,9,26
Red Hake,MAB,M,2009,102.37157154339363,34,26
Red Hake,MAB,M,2010,105.02991545427616,21,26
Red Hake,MAB,M,2011,103.27661174012529,36,26
Red Hake,MAB,M,2012,96.77442786849082,38,26
Red Hake,MAB,M,2013,104.64017265968972,35,26
Red Hake,MAB,M,2014,100.59663742310862,61,26
Red Hake,MAB,M,2015,104.63216698157045,40,26
Red Hake,MAB,M,2016,103.48039025870428,38,26
Red Hake,MAB,M,2018,104.27999315675137,40,26
Silver Hake,MAB,F,1992,104.43630051188734,126,26
Silver Hake,MAB,F,1993,96.21895045578296,174,26
Silver Hake,MAB,F,1994,100.67697115328187,108,26
Silver Hake,MAB,F,1995,98.7898828690572,94,26
Silver Hake,MAB,F,1996,104.51552668457138,78,26
Silver Hake,MAB,F,1997,96.67054067963474,112,26
Silver Hake,MAB,F,1998,97.98197796920037,80,26
Silver Hake,MAB,F,1999,96.58857166287164,78,26
Silver Hake,MAB,F,2000,102.50007399632179,52,26
Silver Hake,MAB,F,2001,97.97426192550145,93,26
Silver Hake,MAB,F,2002,101.28030697842522,71,26
Silver Hake,MAB,F,2003,101.83157997566548,133,26
Silver Hake,MAB,F,2004,95.58987749948933,94,26
Silver Hake,MAB,F,2005,102.19540865839633,85,26
Silver Hake,MAB,F,2006,93.90806984994563,124,26
Silver Hake,MAB,F,2007,96.11140068127673,104,26
Silver Hake,MAB,F,2008,94.65436265668586,135,26
Silver Hake,MAB,F,2009,99.63661296831103,110,26
Silver Hake,MAB,F,2010,99.03188642031218,133,26
Silver Hake,MAB,F,2011,100.99808322121929,128,26
Silver Hake,MAB,F,2012,95.97398726285049,123,26
Silver Hake,MAB,F,2013,102.23274496308015,141,26
Silver Hake,MAB,F,2014,97.07719094814159,106,26
Silver Hake,MAB,F,2015,103.91532575754809,51,26
Silver Hake,MAB,F,2016,100.88635606147915,76,26
Silver Hake,MAB,F,2018,103.30602287836459,65,26
Silver Hake,MAB,M,1992,103.16822731778271,116,26
Silver Hake,MAB,M,1993,94.65373984012919,140,26
Silver Hake,MAB,M,1994,97.14725715688424,88,26
Silver Hake,MAB,M,1995,100.3938349037714,70,26
Silver Hake,MAB,M,1996,99.01571719239345,48,26
Silver Hake,MAB,M,1997,95.96050265953518,58,26
Silver Hake,MAB,M,1998,97.53577801750363,66,26
Silver Hake,MAB,M,1999,93.47113401043939,40,26
Silver Hake,MAB,M,2000,103.06347905487269,33,26
Silver Hake,MAB,M,2001,97.44550896033168,62,26
Silver Hake,MAB,M,2002,101.19016273313284,38,26
Silver Hake,MAB,M,2003,99.75945620741722,94,26
Silver Hake,MAB,M,2004,93.62686199647577,77,26
Silver Hake,MAB,M,2005,103.03498415159828,63,26
Silver Hake,MAB,M,2006,91.72803607839896,93,26
Silver Hake,MAB,M,2007,99.44723215891482,72,26
Silver Hake,MAB,M,2008,94.06685815092504,75,26
Silver Hake,MAB,M,2009,102.01011864212809,68,26
Silver Hake,MAB,M,2010,102.21684606691542,51,26
Silver Hake,MAB,M,2011,101.3619157125725,73,26
Silver Hake,MAB,M,2012,96.90726889315707,55,26
Silver Hake,MAB,M,2013,103.68165494887582,52,26
Silver Hake,MAB,M,2014,102.8033191673175,55,26
Silver Hake,MAB,M,2015,103.0135558769432,32,26
Silver Hake,MAB,M,2016,103.1347834569099,32,26
Silver Hake,MAB,M,2018,108.68698922435173,29,26
Smooth Dogfish,MAB,F,1992,101.01621181140412,62,26
Smooth Dogfish,MAB,F,1993,97.57662708786354,58,26
Smooth Dogfish,MAB,F,1994,101.7225518674042,59,26
Smooth Dogfish,MAB,F,1995,103.93962567373188,48,26
Smooth Dogfish,MAB,F,1996,101.34206304900161,86,26
Smooth Dogfish,MAB,F,1997,97.59357370840156,109,26
Smooth Dogfish,MAB,F,1998,99.00979303498777,215,26
Smooth Dogfish,MAB,F,1999,100.30284564327364,169,26
Smooth Dogfish,MAB,F,2000,101.1902912365062,71,26
Smooth Dogfish,MAB,F,2001,97.83413474016615,81,26
Smooth Dogfish,MAB,F,2002,97.60128162563947,96,26
Smooth Dogfish,MAB,F,2003,97.69423013712704,126,26
Smooth Dogfish,MAB,F,2004,99.44263242098205,80,26
Smooth Dogfish,MAB,F,2005,97.84829968792106,97,26
Smooth Dogfish,MAB,F,2006,97.73538789628344,90,26
Smooth Dogfish,MAB,F,2007,97.54252364825167,59,26
Smooth Dogfish,MAB,F,2008,100.77679955904499,49,26
Smooth Dogfish,MAB,F,2009,99.22966189571069,62,26
Smooth Dogfish,MAB,F,2010,99.65375364905796,37,26
Smooth Dogfish,MAB,F,2011,100.72037987549952,39,26
Smooth Dogfish,MAB,F,2012,100.93019166751851,28,26
Smooth Dogfish,MAB,F,2013,99.36067411776187,31,26
Smooth Dogfish,MAB,F,2014,98.89590719724185,30,26
Smooth Dogfish,MAB,F,2015,99.08349090630435,35,26
Smooth Dogfish,MAB,F,2016,96.78877767704407,16,26
Smooth Dogfish,MAB,F,2018,98.47312943436587,29,26
Smooth Dogfish,MAB,M,1992,99.86689527041122,74,26
Smooth Dogfish,MAB,M,1993,99.85186270051994,63,26
Smooth Dogfish,MAB,M,1994,102.29163015009644,67,26
Smooth Dogfish,MAB,M,1995,102.85405474488549,45,26
Smooth Dogfish,MAB,M,1996,98.7957733063523,116,26
Smooth Dogfish,MAB,M,1997,97.12887276916425,111,26
Smooth Dogfish,MAB,M,1998,98.66999505377534,204,26
Smooth Dogfish,MAB,M,1999,101.23369587216091,176,26
Smooth Dogfish,MAB,M,2000,100.2749750756588,67,26
Smooth Dogfish,MAB,M,2001,96.52943684362066,91,26
