"","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"1",1959,-1.06832809551384,0.0312255809391315,0.5418974,0.022122325,83.328125,2.0113437
"2",1960,-1.13168280195838,0.0336049082780656,0.42662796,0.021646032,80.328125,2.0113437
"3",1961,-1.03237587864526,0.0241403585114546,0.45357406,0.021991959,85.328125,2.0113437
"4",1962,-0.31601771912706,0.0235509610276226,-0.044928934,0.02699066,66.328125,2.0113437
"5",1963,-0.36354308708533,0.0244565628815711,0.07333454,0.022366006,77.328125,2.0113437
"6",1964,-0.817171552277342,0.031080025486709,0.26644832,0.028544802,60.328125,2.0113437
"7",1965,-1.90753324247828,0.021227529904249,0.7754303,0.01357297,91.328125,2.0113437
"8",1966,-1.41413896475649,0.0333436218626296,0.62902063,0.0192967,69.328125,2.0113437
"9",1967,-1.00497875021599,0.0240024424789425,0.6137537,0.015496734,86.328125,2.0113437
"10",1968,-1.45827370107331,0.0234382038775947,0.66764593,0.015836095,91.328125,2.0113437
"11",1969,-0.862064402164399,0.0309115492307596,0.187107,0.022711,79.328125,2.0113437
"12",1970,-1.08999398968545,0.0338921377893099,0.5786436,0.026364673,60.328125,2.0113437
"13",1971,-1.20252357947068,0.0273875232042785,0.5164483,0.0188788,91.328125,2.0113437
"14",1972,-0.0937211382271528,0.0251950400757457,0.1007425,0.025756143,26.328125,2.0113437
"15",1973,-0.0470478058673214,0.024693936244305,-0.07213433,0.026449494,42.328125,2.0113437
"16",1974,0.988677638499237,0.020876932040363,-0.66469175,0.029943096,-67.671875,2.0113437
"17",1975,-0.0903766182462453,0.0452679809201339,-0.11379121,0.02974314,23.328125,2.0113437
"18",1976,0.310672224964404,0.0258550634276449,-0.07852162,0.030808277,21.328125,2.0113437
"19",1977,-0.448530425019207,0.0415753382118698,0.0883046,0.024774525,66.328125,2.0113437
"20",1978,-0.632770841348031,0.0241098954801392,0.3143525,0.02396979,77.328125,2.0113437
"21",1979,-1.46407864374338,0.0309920979754381,0.64219683,0.017527347,88.328125,2.0113437
"22",1980,-1.18715953552058,0.0412200919747817,0.50147825,0.020871017,80.328125,2.0113437
"23",1981,-0.791234300448147,0.0386337027163348,0.29788545,0.024226872,69.328125,2.0113437
"24",1982,-0.755489948907348,0.0401374873650299,0.22004113,0.024506764,65.328125,2.0113437
"25",1983,0.064643204527984,0.0264718565699114,-0.2180935,0.028711386,29.328125,2.0113437
"26",1984,-1.33149401135588,0.0370777528809031,0.6152507,0.018695228,87.328125,2.0113437
"27",1985,0.434393473679445,0.0329453440378306,-0.10743001,0.01895983,33.328125,2.0113437
"28",1986,1.37527564168087,0.026743067853675,-0.5655305,0.03142412,-102.671875,2.0113437
"29",1987,-0.659083547923968,0.0461064784238874,0.083813585,0.026487103,84.328125,2.0113437
"30",1988,-0.693871282422017,0.0274973293698248,0.2634543,0.020357944,86.328125,2.0113437
"31",1989,-0.230402269341211,0.0314110841068313,0.19177765,0.018666152,73.328125,2.0113437
"32",1990,0.837888012821632,0.0349528166598104,-0.2582861,0.025390223,6.328125,2.0113437
"33",1991,0.480219894270372,0.0351392510418687,-0.07596213,0.023865134,7.328125,2.0113437
"34",1992,0.0804420594235454,0.0224044960474358,-0.0107656885,0.020914322,78.328125,2.0113437
"35",1993,-0.559770378474815,0.0230540472031118,0.38171777,0.027326453,80.328125,2.0113437
"36",1994,-0.0917754159993631,0.038701318177086,-0.18061276,0.030003143,19.328125,2.0113437
"37",1995,0.421017599418149,0.0274692563328989,-0.39337957,0.02757805,44.328125,2.0113437
"38",1996,-1.22058576045948,0.029561044763997,0.694592,0.018671406,91.328125,2.0113437
"39",1997,0.0325465999115569,0.0269674400059829,0.16106884,0.027620303,43.328125,2.0113437
"40",1998,-0.639334956372689,0.0395566341168973,0.57483155,0.028230611,75.328125,2.0113437
"41",1999,1.76992840045841,0.0423518747801776,-1.1302929,0.04026976,-226.67188,2.0113437
"42",2000,1.14155708973827,0.019129768876556,-0.36231375,0.03409199,-63.671875,2.0113437
"43",2001,0.793043133946873,0.031413390639577,-0.6940042,0.03492589,-42.671875,2.0113437
"44",2002,0.712762259890349,0.045941657031017,0.29531014,0.03171921,-66.671875,2.0113437
"45",2003,-0.187529645966606,0.0227502209040487,-0.040968895,0.03079156,52.328125,2.0113437
"46",2004,-2.24435437839832,0.027013895840235,0.8368076,0.014387427,91.328125,2.0113437
"47",2005,-0.192207651104757,0.0344999699578499,0.1137537,0.037111305,65.328125,2.0113437
"48",2006,1.6551784279368,0.0323188861282914,-1.2639285,0.042191535,-250.67188,2.0113437
"49",2007,-1.28638277632524,0.0266633995873408,0.7874064,0.019086838,91.328125,2.0113437
"50",2008,0.216809547588743,0.0405080724077376,0.28175652,0.031524386,16.328125,2.0113437
"51",2009,0.215909238418293,0.030823908569963,-0.24077274,0.027231857,57.328125,2.0113437
"52",2010,-0.146284908318435,0.0344844507121085,0.31488657,0.022065273,80.328125,2.0113437
"53",2011,0.229623911133307,0.0467745111072599,0.0063089174,0.04179812,26.328125,2.0113437
"54",2012,2.01942832526983,0.0358732649258603,-0.97850627,0.04873626,-287.67188,2.0113437
"55",2013,1.25135755902104,0.0334934081960447,-0.968417,0.03815943,-121.671875,2.0113437
"56",2014,2.24761228219811,0.055163107518869,-1.669209,0.03531058,-365.67188,2.0113437
"57",2015,2.27499427939026,0.0475888823429838,-1.5031062,0.04063331,-331.67188,2.0113437
"58",2016,1.81254570325604,0.0403214202044163,-0.9918166,0.04024697,-237.67188,2.0113437
"59",2017,0.0766450826254437,0.0297733791605915,-0.06738402,0.029750867,53.328125,2.0113437
"60",2018,-0.0968134309868479,0.0250361575812375,0.22752889,0.023573114,79.328125,2.0113437
"61",2019,0.937203573875564,0.047091364483149,-0.8255574,0.028491495,-2.671875,2.0113437
"62",2020,1.71928173802819,0.0504688640056851,-1.3138347,0.039629277,-244.67188,2.0113437
"63",2021,2.09286614399718,0.0410697800013543,-0.7749144,0.029246189,-190.67188,2.0113437
"64",2022,2.56640238925895,0.0348055328010158,-1.3691795,0.06071044,-432.67188,2.0113437
